age,education_level,work_experience_years,ielts_listening,ielts_reading,ielts_writing,ielts_speaking,settlement_funds,family_size,occupation_demand_level,has_positive_travel_history,has_job_offer,has_relative,spouse_language_proficient,has_local_work_experience,has_local_education,has_criminal_record,failed_medical_exam,has_misrepresentation,has_valid_passport,has_employment_gap,has_previous_refusal,is_eligible
31,Bachelors,6,6.6,7.0,7.9,7.5,41282,2,Medium,True,False,True,True,True,True,False,False,False,True,True,False,1
36,PhD,6,6.6,7.4,8.0,7.2,72769,2,High,True,False,False,False,False,False,False,False,False,True,True,False,1
30,Masters,7,8.2,7.2,7.2,6.9,31304,1,High,True,False,True,False,False,False,False,False,False,True,True,False,1
32,Bachelors,6,7.1,6.7,8.0,7.8,47011,2,Medium,True,True,True,True,True,False,False,False,False,True,False,False,1
35,PhD,5,8.4,8.4,8.4,7.2,41683,1,Medium,True,True,False,True,True,False,False,False,False,True,True,False,1
27,Masters,5,7.4,8.0,7.0,7.1,32671,2,Critical,True,False,True,False,True,True,False,False,False,True,False,False,1
35,PhD,5,8.3,6.9,7.7,7.5,76339,2,High,True,False,True,False,True,True,False,False,False,True,True,False,1
28,PhD,8,7.0,6.9,7.2,6.7,59668,2,Medium,True,True,True,False,True,False,False,False,False,True,False,False,1
27,Masters,8,6.6,6.7,6.7,7.9,62992,3,High,True,True,False,False,True,False,False,False,False,True,False,False,1
33,Masters,8,8.1,6.6,7.4,8.3,73401,1,Critical,True,False,False,True,True,True,False,False,False,True,False,False,1
31,Masters,7,6.8,7.0,7.9,6.5,48347,1,Medium,True,True,False,True,False,False,False,False,False,True,False,True,1
33,Bachelors,7,6.8,7.6,7.6,7.2,49048,3,Critical,True,True,False,False,True,True,False,False,False,True,False,True,1
37,Masters,8,7.9,6.9,6.7,6.7,41205,1,Medium,True,False,False,True,True,False,False,False,False,True,True,True,1
35,Bachelors,5,7.4,7.2,6.8,7.4,32374,1,Critical,True,True,False,False,True,True,False,False,False,True,False,False,1
25,PhD,5,7.2,8.4,6.7,6.5,53385,2,Critical,True,True,False,False,False,True,False,False,False,True,True,False,1
26,Masters,4,6.8,6.8,7.1,7.3,61062,1,High,True,False,False,True,True,False,False,False,False,False,False,False,1
27,Bachelors,3,7.5,8.3,7.2,7.5,45871,3,Medium,True,True,True,False,False,False,False,False,False,True,False,False,1
25,Masters,6,6.9,7.4,7.2,7.9,40827,2,High,True,True,False,True,False,True,False,False,False,True,False,False,1
25,Masters,6,7.7,7.5,7.3,6.9,44912,2,High,True,True,True,True,False,True,False,False,False,True,False,False,1
27,Bachelors,5,6.6,7.4,7.1,7.9,59012,3,High,True,True,True,False,False,True,False,False,False,True,False,False,1
35,Masters,3,7.1,6.8,6.7,7.4,68002,1,High,True,True,True,True,True,False,False,False,False,True,False,False,1
27,Masters,7,8.2,6.6,8.1,7.3,70775,3,High,True,False,True,False,False,True,False,False,False,True,True,True,1
34,Masters,8,8.3,7.8,6.8,6.7,64332,3,High,True,False,True,True,False,False,False,False,False,True,False,False,1
27,PhD,5,7.4,8.1,7.2,6.7,78421,1,Critical,True,True,False,True,False,True,False,False,False,True,True,False,1
27,PhD,4,7.6,8.4,7.4,8.0,61935,3,Critical,True,False,True,True,False,False,False,False,False,True,True,False,1
27,Masters,7,7.6,8.4,6.6,6.6,47617,1,High,True,False,True,True,False,True,False,False,False,True,True,False,1
31,PhD,5,7.0,8.3,7.3,6.7,55388,1,Medium,True,False,False,False,True,False,False,False,False,True,True,True,1
27,Masters,4,8.2,7.2,8.4,6.6,57803,3,High,True,True,False,False,True,False,False,False,False,True,True,False,1
33,Masters,4,8.5,6.8,8.0,8.4,64844,2,Medium,True,True,True,True,True,True,False,False,False,True,False,False,1
33,Masters,7,7.4,7.1,6.5,6.9,44067,1,Critical,True,True,False,True,False,False,False,False,False,True,False,False,1
29,Masters,7,6.7,7.9,7.0,7.9,73526,2,High,True,False,False,True,True,True,False,False,False,True,False,False,1
32,PhD,8,7.6,8.1,7.1,6.6,77478,2,Critical,True,False,False,True,False,True,False,False,False,True,True,False,1
33,PhD,7,6.9,7.8,6.7,6.8,62907,2,Medium,True,False,True,True,True,False,False,False,False,True,False,True,1
25,PhD,6,6.7,8.1,7.9,7.1,64998,3,Critical,True,True,False,False,True,False,False,False,False,True,False,False,1
35,Masters,4,7.8,8.0,6.7,8.2,66911,1,Medium,True,True,True,False,False,True,False,False,False,True,False,False,1
31,Masters,9,7.2,8.4,7.8,7.8,54842,2,Critical,True,True,True,False,False,True,False,True,False,True,True,False,1
36,Bachelors,5,7.6,7.7,8.5,8.4,74881,2,Critical,True,False,True,True,True,True,False,False,False,True,True,False,1
33,Masters,3,8.3,8.1,7.7,6.6,74341,2,Critical,True,False,False,False,False,False,False,False,False,True,False,False,1
37,Masters,4,7.8,6.8,8.5,8.2,77535,1,Critical,True,True,False,False,False,True,False,False,False,True,False,True,1
32,PhD,7,7.0,7.1,7.0,6.5,69135,3,High,True,False,True,False,True,True,False,False,False,True,False,False,1
27,PhD,6,6.7,7.6,8.4,6.7,63902,1,Critical,True,False,True,True,False,True,False,False,False,True,True,False,1
27,PhD,6,6.9,7.6,6.6,6.7,49803,3,High,True,True,True,False,True,False,False,False,False,True,True,True,1
26,Masters,9,7.7,7.4,8.1,6.6,60856,1,High,True,False,False,True,True,True,False,False,False,True,True,False,1
35,PhD,5,7.1,6.8,8.0,6.8,41568,1,Critical,True,False,False,True,False,False,False,False,False,True,True,False,1
25,Bachelors,7,7.5,7.8,7.2,7.0,72570,1,Medium,True,True,True,True,False,False,False,False,False,True,False,False,1
31,PhD,8,7.9,6.6,7.0,8.3,49085,2,Medium,True,True,True,True,False,True,False,False,False,True,True,False,1
29,PhD,6,8.5,7.6,7.9,8.0,36520,1,Critical,True,True,True,True,False,False,False,False,False,True,False,False,1
25,Masters,4,8.0,6.6,6.9,7.9,41146,1,High,True,False,False,True,True,True,False,False,False,True,False,True,1
36,Masters,9,8.5,8.1,8.5,6.6,68101,1,Critical,True,False,False,False,True,True,False,False,False,True,True,False,1
35,PhD,3,7.2,6.9,7.7,7.8,45054,2,Critical,True,True,False,True,True,True,False,False,False,True,False,False,1
35,PhD,5,7.4,8.4,6.8,8.1,49651,2,High,True,False,True,True,True,True,False,False,False,True,True,True,1
37,Masters,3,7.8,7.3,8.2,8.5,62572,3,Critical,True,False,True,False,True,False,False,False,False,True,True,False,1
30,Bachelors,7,6.8,6.7,7.2,7.9,74442,2,Critical,True,True,False,True,True,False,False,False,False,True,True,False,1
31,PhD,6,6.7,8.1,8.5,6.6,51628,1,Medium,True,True,True,False,True,False,False,False,False,True,True,True,1
26,Masters,6,8.1,8.3,8.1,7.7,78405,3,Medium,True,True,False,False,False,False,False,False,False,True,False,False,1
36,PhD,6,7.5,7.8,8.3,7.0,69706,3,High,True,False,False,True,False,True,False,False,False,True,True,False,1
25,PhD,9,6.5,7.4,7.5,8.0,43775,1,High,True,False,False,True,False,False,False,False,False,True,True,False,1
28,Masters,5,7.6,8.0,6.6,7.2,37858,2,Critical,True,True,False,True,False,False,False,False,False,True,True,False,1
27,Masters,3,7.7,7.4,7.0,8.0,50039,3,High,True,True,True,False,False,True,False,False,False,True,True,False,1
30,Bachelors,8,8.0,8.5,7.1,7.5,37766,2,High,True,True,True,False,False,True,False,False,False,True,True,False,1
31,PhD,8,7.9,7.3,7.6,7.5,64726,3,High,True,True,True,False,True,False,False,False,False,True,True,False,1
33,PhD,6,7.5,7.6,7.1,8.0,38242,3,Critical,True,False,False,True,True,False,False,False,False,True,True,False,1
35,Bachelors,9,6.6,7.6,7.2,8.2,45937,3,Medium,True,True,True,True,False,True,False,False,False,True,False,True,1
31,Masters,8,6.8,8.4,7.2,7.9,44714,2,Critical,True,False,True,False,False,True,False,False,False,True,True,False,1
30,Masters,5,7.2,7.0,8.1,7.2,73906,3,Critical,True,True,True,False,False,True,False,False,False,True,False,False,1
28,Masters,4,7.3,7.7,7.9,8.2,74430,2,Critical,True,True,True,True,True,False,False,False,False,True,True,False,1
32,Masters,5,6.6,7.9,7.3,8.0,70708,2,Medium,True,True,False,False,False,False,False,False,False,True,False,False,1
31,PhD,8,7.8,7.6,8.1,6.6,68188,2,Medium,True,False,False,False,False,False,False,True,False,True,False,False,1
27,Masters,9,6.5,8.0,8.2,8.2,43331,3,Medium,True,False,True,True,False,True,False,False,False,True,False,False,1
28,Masters,8,7.0,7.7,6.6,8.2,72589,1,High,True,False,False,True,True,True,False,False,False,True,True,False,1
31,PhD,8,8.2,7.8,7.2,8.0,37920,3,High,True,False,True,False,True,False,False,False,False,True,False,False,1
30,Bachelors,4,7.2,6.5,7.6,8.4,55361,3,Critical,True,True,False,True,False,True,False,False,False,True,True,False,1
29,PhD,8,6.6,6.9,7.1,7.5,36124,2,Critical,True,True,True,False,False,False,False,False,False,True,True,False,1
25,Masters,8,7.9,8.3,7.3,7.8,74622,1,High,True,False,False,True,True,True,False,False,False,True,True,False,1
25,Masters,3,6.6,7.5,7.5,7.4,75697,2,Critical,True,False,False,False,False,False,False,False,False,True,True,False,1
32,Masters,6,8.3,7.1,7.1,8.2,40753,1,High,True,False,True,True,False,True,False,False,False,True,True,False,1
25,Masters,4,6.8,8.2,6.5,7.4,59229,1,High,True,True,True,False,True,True,False,False,False,True,True,True,1
31,Bachelors,3,8.1,8.2,6.9,7.9,45116,3,High,True,False,False,True,False,False,False,False,False,True,False,False,1
25,Masters,7,8.2,7.6,6.8,7.7,27539,1,Critical,True,False,True,False,False,False,False,False,False,True,False,False,1
33,Masters,7,7.7,7.5,7.7,7.2,69804,1,Critical,True,True,False,False,True,False,False,False,False,True,True,False,1
31,PhD,9,8.4,6.5,6.9,7.5,53301,2,High,True,True,False,True,False,False,False,False,False,True,True,False,1
32,Bachelors,3,6.7,8.1,7.6,7.1,41443,2,Critical,True,False,False,False,False,False,False,False,False,True,True,False,1
34,PhD,3,7.1,6.8,7.4,7.0,44719,1,Medium,True,False,True,False,True,True,False,False,False,True,False,False,1
28,PhD,5,7.2,7.1,8.0,8.4,63883,2,High,True,True,False,False,True,True,False,False,False,True,True,True,1
29,Masters,3,6.5,7.2,8.1,6.6,49527,3,Medium,True,False,True,False,False,False,False,False,False,True,True,False,1
36,PhD,4,7.2,7.5,6.6,7.7,78937,1,High,True,False,False,False,True,True,False,False,False,True,True,False,1
26,Bachelors,3,7.2,6.8,7.6,7.0,45778,3,High,True,False,True,False,True,False,False,False,False,True,True,True,1
32,PhD,8,7.1,7.9,7.6,6.6,63773,1,High,True,True,False,True,False,True,False,True,False,True,False,True,1
36,Masters,7,6.8,7.9,7.1,7.8,71348,2,High,True,False,False,False,True,True,False,False,False,True,False,False,1
37,Bachelors,7,6.7,8.1,7.0,7.8,39305,3,Medium,True,True,False,True,False,True,False,True,False,True,True,True,1
35,PhD,5,7.4,7.3,7.0,8.2,75243,2,Critical,True,True,False,True,True,False,False,False,False,True,True,False,1
35,PhD,8,6.8,7.7,7.5,7.6,57509,1,High,True,False,False,False,False,False,False,False,False,True,True,True,1
28,Bachelors,6,6.7,6.7,6.6,7.8,58853,2,Critical,True,False,True,True,True,False,False,False,False,True,False,False,1
37,PhD,9,7.0,8.1,7.6,7.8,52919,3,Medium,True,True,False,True,False,False,False,False,False,True,False,False,1
31,PhD,9,7.1,7.7,6.9,8.3,54695,1,High,True,False,True,True,True,True,False,False,False,True,False,False,1
28,Bachelors,8,7.8,8.5,8.5,7.5,73411,1,Critical,True,False,True,True,True,False,False,False,False,True,False,False,1
30,PhD,9,7.4,6.9,7.1,8.0,67903,2,Medium,True,True,True,True,False,False,False,False,False,True,True,False,1
33,Bachelors,6,8.5,6.6,7.5,6.8,72458,2,High,True,False,True,False,True,True,False,False,False,True,False,True,1
32,Masters,9,7.8,8.0,7.4,7.6,46549,3,Critical,True,False,True,True,True,True,False,False,False,True,True,False,1
26,Bachelors,4,7.8,6.8,7.0,8.0,71529,3,Critical,True,True,True,False,True,True,False,False,False,True,False,False,1
25,PhD,3,8.3,7.2,8.2,7.3,44438,1,Medium,True,False,True,True,True,False,False,False,False,True,True,False,1
26,PhD,3,8.2,7.2,6.7,8.3,31581,1,Medium,True,True,False,False,False,False,False,False,False,True,False,False,1
36,Masters,5,7.7,8.0,6.6,8.2,71160,2,Medium,True,False,False,False,False,False,False,False,False,True,False,False,1
37,Masters,4,8.1,7.0,7.2,6.6,43674,3,High,True,True,False,True,False,True,False,False,False,True,False,True,1
27,Masters,6,7.1,6.8,8.5,7.8,57312,1,High,True,False,False,True,True,True,False,False,False,True,False,False,1
36,PhD,7,8.5,7.1,7.1,7.5,33512,1,Critical,True,True,True,True,False,False,False,False,False,True,False,False,1
32,PhD,5,8.2,6.8,7.4,7.7,55732,2,Medium,True,True,False,False,True,False,False,False,False,True,False,False,1
30,PhD,8,8.5,6.6,8.1,6.8,57702,1,Critical,True,True,True,True,True,False,False,False,False,True,True,False,1
32,Masters,5,7.9,7.4,7.1,7.7,60590,2,High,True,True,True,False,False,True,False,False,False,True,True,True,1
27,Masters,6,7.9,6.9,8.3,8.3,59341,1,Medium,True,False,True,True,True,True,False,False,False,True,True,False,1
36,PhD,7,6.6,8.1,7.4,6.7,31577,1,Medium,True,False,False,False,True,True,False,False,False,True,True,False,1
29,PhD,4,8.0,6.8,6.9,7.6,70625,1,Medium,True,False,False,True,True,False,False,False,False,True,False,False,1
31,Masters,6,7.4,7.4,7.3,8.0,73149,2,Medium,True,True,True,True,True,True,False,False,False,True,True,False,1
29,PhD,7,8.4,7.3,7.0,7.3,79048,3,High,True,False,False,False,False,False,False,False,False,True,True,False,1
37,Masters,4,7.9,6.5,6.6,7.5,47026,3,Critical,True,False,True,True,True,False,False,False,False,True,True,True,1
30,PhD,5,8.5,7.9,7.8,7.1,42683,3,High,True,False,False,True,True,True,False,False,False,True,True,False,1
25,Bachelors,3,7.3,7.8,7.0,7.8,45346,3,Medium,True,True,False,False,False,True,False,False,False,True,False,False,1
27,Masters,7,7.9,7.0,7.7,7.3,68660,3,High,True,False,False,False,True,True,False,False,False,True,True,True,1
33,PhD,7,7.7,7.3,6.6,8.1,79659,3,High,True,True,True,False,False,True,False,False,False,True,False,False,1
37,Masters,4,7.1,7.3,7.7,6.5,77001,1,Critical,True,True,True,False,False,True,False,False,False,True,True,False,1
35,PhD,5,6.9,8.0,6.7,8.1,35573,2,Medium,True,False,True,False,False,False,False,False,False,True,False,True,1
36,PhD,7,8.3,6.9,8.0,7.1,50681,1,Critical,True,True,False,False,True,True,False,False,False,True,False,False,1
32,Masters,3,6.6,8.2,8.3,8.1,47148,2,Medium,True,True,False,False,True,False,False,False,False,True,True,False,1
29,PhD,6,8.2,8.2,8.0,8.2,75684,2,Medium,True,True,False,True,True,False,False,False,False,True,True,False,1
28,Bachelors,4,7.0,7.2,6.9,7.9,77194,2,Medium,True,False,False,False,False,True,False,False,False,True,True,False,1
33,PhD,3,7.7,7.8,7.8,7.6,28191,1,Critical,True,True,False,True,True,False,False,False,False,True,False,False,1
34,Masters,4,7.3,8.0,7.4,6.5,64733,3,Medium,True,True,True,True,True,True,False,False,False,True,False,True,1
30,PhD,3,7.5,7.3,7.5,6.9,42898,2,Critical,True,False,True,False,False,False,False,False,False,True,True,False,1
36,Bachelors,6,8.4,6.7,6.8,8.4,76659,3,High,True,True,True,False,True,True,False,False,False,True,True,False,1
34,Masters,7,8.2,8.4,8.4,7.1,54585,3,High,True,True,True,True,False,True,False,False,False,True,True,True,1
37,PhD,9,7.4,7.5,6.9,6.8,66862,3,High,True,False,True,True,False,False,False,False,False,True,True,False,1
33,PhD,8,7.4,6.7,7.7,6.5,69507,3,Critical,True,True,True,True,True,False,False,False,False,True,True,True,1
36,Masters,6,7.0,8.4,8.0,8.0,66274,1,High,True,False,False,True,False,True,False,False,False,True,False,False,1
25,PhD,9,7.3,7.5,8.1,7.2,69362,1,Medium,True,True,True,True,True,True,False,False,False,True,True,False,1
28,PhD,7,8.2,7.3,8.1,7.7,47332,2,Medium,True,False,False,True,True,True,False,False,False,True,True,True,1
32,Masters,8,7.3,7.6,7.4,7.5,50876,2,High,True,True,True,False,False,False,False,False,False,True,False,True,1
26,Masters,9,7.5,7.6,7.4,8.3,73705,3,Medium,True,False,True,False,False,False,False,False,False,True,True,False,1
25,Bachelors,7,7.2,8.0,8.4,8.4,39470,1,Critical,True,True,False,True,True,False,False,False,False,True,True,False,1
29,Masters,7,7.1,6.6,7.3,8.0,76100,2,Medium,True,True,False,True,True,True,False,False,False,True,False,False,1
31,Masters,6,7.8,8.5,7.1,6.6,44767,3,Medium,True,False,True,True,True,False,False,True,False,True,False,False,1
36,PhD,8,7.3,8.2,7.2,6.6,75771,2,Medium,True,False,False,False,False,True,False,False,False,True,False,False,1
33,Masters,4,6.7,6.9,6.7,8.1,51981,3,Critical,True,False,True,False,False,False,False,False,False,True,False,False,1
28,Masters,3,7.2,8.0,8.4,6.6,52688,1,High,True,False,True,True,True,True,False,False,False,True,True,False,1
32,PhD,9,7.3,7.5,8.3,7.6,59681,2,High,True,False,True,False,True,True,False,False,False,True,True,True,1
30,Masters,9,7.0,7.2,7.8,7.5,65284,2,Medium,True,True,True,False,False,False,False,False,False,True,True,False,1
33,Bachelors,3,6.7,7.8,7.4,7.6,35324,2,Medium,True,True,True,False,True,False,False,False,False,True,True,False,1
30,Bachelors,6,8.3,7.6,6.8,7.4,28780,1,Critical,True,False,False,False,True,False,False,False,False,True,True,False,1
27,PhD,4,6.9,7.1,7.3,6.7,69707,3,Medium,True,False,False,False,False,False,False,False,False,True,True,True,1
25,PhD,5,7.7,6.7,7.7,7.8,73899,3,Critical,True,True,True,False,True,False,False,False,False,True,False,False,1
35,PhD,4,6.7,7.3,7.2,8.3,53532,1,Critical,True,True,True,True,True,False,False,False,False,False,True,False,1
27,Bachelors,6,8.3,6.9,6.9,6.8,79899,2,High,True,False,True,False,True,False,False,False,False,False,False,False,1
29,PhD,7,7.7,6.7,6.6,8.3,60087,2,Critical,True,False,True,True,False,True,False,False,False,True,False,False,1
25,PhD,8,8.2,7.5,7.6,7.7,68412,3,Critical,True,False,False,True,False,False,False,False,False,True,True,False,1
30,PhD,3,7.8,6.8,8.0,8.5,33311,1,Medium,True,True,True,True,False,True,False,False,False,True,False,False,1
34,Bachelors,4,7.7,8.0,7.7,8.0,72302,2,Critical,True,True,True,False,False,True,False,False,False,True,True,False,1
31,Bachelors,9,7.1,8.0,6.9,7.5,36312,1,Medium,True,False,True,False,False,True,False,False,False,True,True,True,1
33,Bachelors,5,8.5,6.9,7.8,7.1,27402,1,Medium,True,True,True,False,False,False,False,False,False,True,False,False,1
34,Masters,4,7.5,6.6,8.4,7.1,31899,2,High,True,True,True,True,True,True,False,False,False,True,False,False,1
28,Bachelors,5,7.9,8.3,7.8,7.6,67700,2,High,True,False,True,False,True,True,False,False,False,True,False,False,1
26,Masters,5,7.1,7.2,8.1,7.3,63347,1,Medium,True,False,True,True,True,False,False,False,False,True,True,False,1
25,PhD,3,8.0,6.8,8.2,8.2,40931,1,Critical,True,True,False,True,True,False,False,False,False,True,True,False,1
29,PhD,8,8.1,7.5,8.5,7.5,54136,1,High,True,False,False,False,False,False,False,False,False,True,False,False,1
36,Masters,9,7.1,7.1,8.2,7.7,31632,2,Medium,True,True,True,False,True,True,False,False,False,True,True,False,1
33,PhD,8,7.7,8.1,8.0,7.9,41045,1,Critical,True,True,False,True,False,False,False,False,False,True,False,False,1
36,Bachelors,3,7.4,6.9,7.2,8.3,40093,1,Medium,True,False,True,False,True,True,False,False,False,True,False,False,1
25,Masters,8,7.3,8.3,6.8,6.6,34862,2,High,True,True,True,True,True,False,False,False,False,True,True,False,1
32,PhD,6,7.5,8.2,7.6,6.9,66527,3,Medium,True,False,True,True,True,True,False,False,False,True,True,False,1
30,Bachelors,8,6.7,7.1,7.8,7.7,28552,1,High,True,False,True,False,True,True,False,False,False,True,True,False,1
37,Masters,7,8.0,7.0,8.5,8.0,42878,1,Critical,True,True,True,True,False,True,False,False,False,True,True,False,1
